   1.10 | 1.54e+08 |     5525 |      100 | 2.02e-08 | 6.51e-07 ||     0.13 |     0.04 | 42203.65 ||     4.77 | 47h52'48  
----------------------------
FE for stats:	75  	 OK Frames:	75
-- Osc per ite (false fr) --
------ Nat Nat            --
Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	
10	0	0	0	0	0	670	0	0	603	0	581	607	559	3	644	0	530	0	534	0	597	646	3	0	605	0	0	0	0	583	0	515	573	646	0	552	0	0	0	0	0	0	1	0	12	0	0	4	0	0	0	551	0	2	0	0	0	0	3	598	0	528	0	651	0	0	687	0	0	0	0	442	569	0	547	
11	0	0	0	0	0	678	0	0	603	0	634	511	498	6	612	0	523	0	597	0	565	573	3	0	638	0	0	0	0	596	0	509	564	664	0	512	0	0	0	0	0	0	0	0	13	0	0	3	1	0	0	576	0	2	0	0	0	0	3	656	0	513	0	617	0	0	584	0	0	0	0	500	542	0	583	
12	0	0	0	0	0	667	0	0	568	0	565	534	442	7	633	0	533	0	586	0	567	545	2	0	643	0	0	0	0	568	0	550	602	584	0	498	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	613	0	2	0	0	0	0	3	607	0	587	0	550	0	0	607	0	0	0	0	593	528	0	633	
13	0	0	0	0	0	636	0	0	560	0	480	559	557	5	578	0	553	0	528	0	514	592	2	0	627	0	0	0	0	565	0	560	567	629	0	553	0	0	0	0	0	0	0	0	11	0	0	1	1	0	0	625	0	6	0	0	0	0	3	534	0	579	0	614	0	0	677	0	0	0	0	573	424	0	648	
14	0	0	0	0	0	620	0	0	651	0	522	597	645	4	634	0	520	0	609	0	540	607	1	0	608	0	0	0	0	625	0	561	568	617	0	503	0	0	0	0	0	0	0	0	26	0	0	2	1	0	0	566	0	1	0	0	0	0	3	548	0	629	0	639	0	0	648	0	0	0	0	551	404	0	605	
15	0	0	0	0	0	649	0	0	639	0	659	542	604	3	654	0	517	0	638	0	653	559	1	0	574	0	0	0	0	568	0	529	559	626	0	503	0	0	0	0	0	0	0	0	32	0	0	1	1	0	0	579	0	2	0	0	0	0	1	589	0	609	0	616	0	0	586	0	0	0	0	602	480	0	519	
16	0	0	0	0	0	626	0	0	634	0	621	524	531	5	617	0	551	0	565	0	639	559	1	0	530	0	0	0	0	596	0	560	631	668	0	497	0	0	0	0	0	0	0	0	6	0	0	3	1	0	0	530	0	4	0	0	0	0	1	615	0	602	0	550	0	0	574	0	0	0	0	581	450	0	473	
17	0	0	1	0	0	679	0	0	583	0	535	587	513	6	590	0	610	0	570	0	636	507	1	0	579	0	0	0	0	631	0	567	586	685	0	449	0	0	0	0	0	0	0	0	13	0	0	2	0	0	0	569	0	3	0	0	0	0	1	581	0	634	0	615	0	0	493	0	0	0	0	502	476	0	469	
18	0	0	1	0	0	729	0	0	620	0	583	578	540	9	636	0	614	0	588	0	665	475	0	0	608	0	0	0	0	664	0	619	601	688	0	472	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	597	0	0	0	0	0	0	0	574	0	639	0	602	0	0	616	0	0	0	0	518	501	0	470	
19	0	0	1	0	0	662	0	0	623	0	510	595	579	9	675	0	544	0	593	0	595	491	0	0	559	0	0	0	0	592	0	590	581	657	0	545	0	0	0	0	0	0	0	0	18	0	0	2	0	0	0	575	0	4	0	0	0	0	0	609	0	581	0	591	0	0	643	0	0	0	0	523	515	0	603	
20	0	0	1	0	0	570	0	0	648	0	558	565	618	4	640	0	522	0	602	0	613	595	0	0	580	0	0	0	0	627	0	571	555	717	0	558	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	611	0	2	0	0	0	0	0	638	0	547	0	622	0	0	571	0	0	0	0	534	446	0	485	
21	0	0	1	0	0	528	0	0	679	0	581	514	614	7	549	0	523	0	544	0	673	607	0	0	555	0	0	0	0	668	0	506	654	695	0	584	0	0	0	0	0	0	0	0	24	0	0	3	0	0	0	572	0	1	0	0	0	0	0	575	0	546	0	578	0	0	637	0	0	0	0	500	412	0	468	
22	0	0	1	0	0	586	0	0	644	0	555	446	563	5	649	0	552	0	576	0	665	530	0	0	599	0	0	0	0	653	0	565	598	687	0	598	0	0	0	0	0	0	0	0	45	0	0	1	0	0	0	579	0	2	0	0	0	0	0	554	0	529	0	538	0	0	619	0	0	0	0	538	425	0	497	
23	0	0	1	0	0	597	0	0	666	0	559	463	592	5	607	0	554	0	559	0	683	536	0	0	553	0	0	0	0	593	0	602	669	712	0	511	0	0	0	0	0	0	0	0	25	0	0	2	0	0	0	601	0	4	0	0	0	0	0	562	0	537	0	517	0	0	712	0	0	0	0	524	513	0	480	
24	0	0	1	0	0	589	0	0	724	0	570	487	558	7	621	0	562	0	581	0	633	552	0	0	590	0	0	0	0	625	0	535	621	646	0	504	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	579	0	2	0	0	0	0	0	649	0	602	0	576	0	0	652	0	0	0	0	519	516	0	526	
25	0	0	1	0	0	630	0	0	621	0	597	465	601	8	620	0	564	0	584	0	673	602	0	0	634	0	0	0	0	658	0	585	573	701	0	513	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	587	0	3	0	0	0	0	0	634	0	551	0	556	0	0	491	0	0	0	0	594	498	0	523	
26	0	0	1	0	0	640	0	0	630	0	546	476	589	11	542	0	487	0	533	0	653	509	0	0	649	0	0	0	0	699	0	601	621	634	0	524	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	580	0	4	0	0	0	0	0	704	0	583	0	528	0	0	542	0	0	0	0	505	423	0	574	
27	0	0	1	0	0	621	0	0	554	0	535	557	508	6	528	0	487	0	564	0	633	544	0	0	558	0	0	0	0	666	0	572	606	625	0	507	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	588	0	0	0	0	0	0	0	580	0	551	0	482	0	0	543	0	0	0	0	529	376	0	537	
28	0	0	1	0	0	692	0	0	578	0	494	584	477	8	534	0	470	0	551	0	621	560	0	0	537	0	0	0	0	664	0	609	675	670	0	447	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	540	0	2	0	0	0	0	0	599	0	485	0	489	0	0	586	0	0	0	0	598	339	0	565	
29	0	0	1	0	0	662	0	0	645	0	481	606	479	5	482	0	504	0	514	0	628	507	0	0	653	0	0	0	0	651	0	501	644	612	0	463	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	613	0	3	0	0	0	0	0	726	0	412	0	500	0	0	543	0	0	0	0	547	294	0	482	
30	0	0	1	0	0	634	0	0	618	0	572	630	464	7	527	0	505	0	565	0	542	442	0	0	672	0	0	0	0	621	0	597	655	608	0	448	0	0	0	0	0	0	0	0	37	0	0	1	0	0	0	642	0	2	0	0	0	0	0	672	0	472	0	487	0	0	509	0	0	0	0	542	194	0	469	
------ Int Int            --
Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	
0	328	311	201	345	297	653	333	367	586	231	495	541	515	423	625	342	529	297	535	195	566	582	367	335	645	339	298	317	280	612	339	523	564	610	211	605	333	460	342	437	345	312	338	352	362	480	460	406	313	350	330	623	390	269	276	451	210	269	421	552	345	574	340	610	366	383	553	287	435	338	320	587	515	390	600	
1	52	94	47	60	21	693	39	57	647	17	503	582	560	287	610	104	596	36	539	8	513	623	199	32	599	57	53	135	11	645	65	511	528	679	38	547	61	319	144	309	72	56	45	134	84	269	215	111	99	68	18	558	181	59	31	237	5	28	198	653	97	512	101	713	145	159	590	23	147	89	100	605	568	115	580	
2	6	5	8	5	1	719	0	1	699	1	521	567	603	82	585	1	562	0	494	6	604	585	33	0	627	2	8	6	1	672	12	529	565	650	1	575	2	136	22	132	2	3	7	10	27	37	37	21	3	5	1	588	24	11	1	40	4	3	28	603	0	526	3	640	13	5	631	1	5	6	8	585	624	16	573	
3	4	1	16	18	0	652	0	1	673	0	554	555	565	11	641	0	506	0	601	4	608	620	6	0	542	0	2	0	0	651	0	500	600	641	0	604	0	2	12	15	0	0	13	4	36	0	0	11	0	3	0	607	0	6	1	15	2	0	3	569	0	507	0	567	0	2	550	1	0	1	1	597	640	2	557	
4	2	0	12	6	0	638	0	1	634	0	508	559	519	6	620	0	512	0	550	0	559	561	3	0	544	0	7	0	0	675	0	511	587	615	0	567	0	0	4	4	0	0	12	1	7	0	0	10	0	0	0	557	0	4	1	12	0	0	3	671	1	505	0	572	0	2	553	1	0	2	1	560	588	1	513	
5	0	0	11	5	0	727	0	0	619	0	563	430	475	9	584	0	520	0	505	0	565	521	2	0	526	0	10	0	0	622	1	517	577	607	0	645	0	0	4	2	0	0	13	0	7	0	0	12	0	0	0	581	0	5	0	9	0	0	4	649	0	505	0	607	0	0	584	0	0	0	0	554	583	0	502	
6	0	0	8	5	0	698	0	1	627	0	586	398	533	14	596	0	531	0	502	0	612	560	3	0	530	0	2	0	0	634	0	534	593	697	0	581	0	0	5	1	0	0	4	0	12	0	0	6	0	0	0	589	0	3	0	4	0	0	5	608	0	485	1	610	0	0	512	0	0	0	0	561	602	0	583	
7	0	0	8	2	0	621	0	0	593	0	552	466	568	4	619	0	574	0	489	0	579	663	6	0	547	0	1	0	0	659	0	478	524	698	0	569	0	0	5	1	0	0	6	0	16	0	0	5	0	0	0	556	0	4	0	3	0	0	4	599	0	552	0	634	0	0	526	0	0	0	0	524	634	0	612	
8	0	0	7	2	0	697	0	0	647	0	560	476	583	11	647	0	514	0	540	0	585	562	6	0	558	0	3	0	0	608	0	446	524	629	0	590	0	0	1	1	0	0	1	0	8	0	0	6	1	0	0	519	0	3	0	1	0	0	4	679	0	551	0	637	0	0	639	0	0	0	0	476	555	0	530	
9	0	0	1	1	0	679	0	0	701	0	608	492	593	6	636	0	469	0	534	0	593	626	5	0	567	0	1	0	0	582	0	495	588	616	0	528	0	0	0	0	0	0	2	0	4	0	0	3	0	0	0	571	0	1	0	0	0	0	3	629	0	595	0	590	0	0	650	0	0	0	0	489	528	0	568	
10	0	0	5	0	0	669	0	0	665	0	615	464	601	12	641	0	519	0	600	0	620	628	4	0	581	0	0	0	0	585	0	550	586	668	0	528	0	0	4	0	0	0	1	0	11	0	0	3	0	0	0	573	0	3	0	0	0	0	3	617	0	522	0	639	0	0	600	0	0	0	0	511	646	0	621	
11	0	0	5	0	0	724	0	0	622	0	548	464	499	7	621	0	584	0	565	0	604	529	3	0	654	0	0	0	0	587	0	543	575	603	0	532	0	0	0	0	0	0	1	0	16	0	0	3	1	0	0	588	0	4	0	0	0	0	3	648	0	524	0	624	0	0	570	0	0	0	0	617	572	0	558	
12	0	0	5	1	0	685	0	0	644	0	537	506	502	11	573	0	542	0	583	0	571	595	1	0	608	0	0	0	0	556	0	540	537	616	0	545	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	629	0	6	0	0	0	0	2	642	0	593	0	613	0	0	601	0	0	0	0	599	550	0	727	
13	0	0	7	1	0	626	0	0	623	0	482	574	547	13	678	0	546	0	564	0	559	580	1	0	641	0	0	0	0	600	0	564	582	603	0	517	0	0	1	0	0	0	1	0	16	0	0	4	0	0	0	605	0	1	0	0	0	0	1	555	0	602	0	643	0	0	643	0	0	0	0	577	422	0	665	
14	0	0	9	0	0	680	0	0	671	0	588	564	573	10	664	0	477	0	551	0	601	603	1	0	573	0	0	0	0	646	0	507	572	596	0	522	0	0	1	0	0	0	0	0	18	0	0	3	1	0	0	548	0	0	0	0	0	0	1	594	0	605	0	648	0	0	604	0	0	0	0	638	482	0	557	
15	0	0	9	0	0	683	0	0	632	0	616	554	600	6	625	0	479	0	559	0	615	601	0	0	466	0	0	0	0	679	0	545	567	544	0	495	0	0	0	0	0	0	0	0	19	0	0	3	1	0	0	574	0	4	0	0	0	0	1	586	0	621	0	644	0	0	563	0	0	0	0	573	517	0	502	
16	0	0	8	0	0	637	0	0	627	0	581	563	569	8	665	0	582	0	560	0	577	544	0	0	528	0	0	0	0	640	0	604	633	602	0	477	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	546	0	2	0	0	0	0	1	589	0	659	0	596	0	0	539	0	0	0	0	591	484	0	474	
17	0	0	8	0	0	646	0	0	596	0	535	516	544	4	654	0	570	0	524	0	590	467	0	0	569	0	0	0	0	621	0	522	625	648	0	456	0	0	1	0	0	0	0	0	13	0	0	3	0	0	0	536	0	0	0	0	0	0	0	581	0	657	0	631	0	0	539	0	0	0	0	550	527	0	414	
18	0	0	8	0	0	680	0	0	636	0	543	580	604	12	681	0	530	0	589	0	615	501	0	0	559	0	0	0	0	649	0	574	625	624	0	545	0	0	0	0	0	0	0	0	22	0	0	5	0	0	0	574	0	1	0	0	0	0	0	631	0	658	0	593	0	0	669	0	0	0	0	537	507	0	524	
19	0	0	9	0	0	655	0	0	624	0	493	539	629	8	665	0	483	0	584	0	618	530	0	0	609	0	0	0	0	613	0	541	635	616	0	592	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	599	0	2	0	0	0	0	0	595	0	540	0	578	0	0	556	0	0	0	0	567	503	0	583	
20	0	0	11	0	0	594	0	0	625	0	510	510	604	15	628	0	504	0	610	0	654	569	0	0	641	0	0	0	0	642	0	545	644	642	0	595	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	602	0	2	0	0	0	0	0	575	0	570	0	675	0	0	543	0	0	0	0	501	486	0	523	
21	0	0	14	0	0	593	0	0	660	0	517	441	580	6	675	0	546	0	544	0	620	609	0	0	603	0	0	0	0	646	0	550	608	708	0	574	0	0	0	0	0	0	0	0	39	0	0	3	0	0	0	585	0	1	0	0	0	0	0	554	0	568	0	628	0	0	596	0	0	0	0	452	502	0	514	
22	0	0	14	0	0	579	0	0	681	0	598	393	581	13	580	0	555	0	533	0	563	539	0	0	596	0	0	0	0	626	0	624	635	690	0	511	0	0	0	0	0	0	0	0	48	0	0	1	0	0	0	593	0	0	0	0	0	0	0	557	0	572	0	588	0	0	692	0	0	0	0	580	543	0	469	
23	0	0	15	0	0	587	0	0	708	0	620	444	589	11	616	0	605	0	636	0	618	528	0	0	613	0	0	0	0	583	0	535	603	649	0	467	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	546	0	3	0	0	0	0	0	527	0	555	0	557	0	0	650	0	0	0	0	561	473	0	472	
24	0	0	17	0	0	624	0	0	652	0	582	447	634	5	636	0	604	0	613	0	626	554	0	0	607	0	0	0	0	635	0	543	522	639	0	541	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	574	0	2	0	0	0	0	0	634	0	624	0	521	0	0	538	0	0	0	0	586	487	0	500	
25	0	0	16	0	0	664	0	0	561	0	583	454	642	11	611	0	556	0	495	0	648	584	0	0	626	0	0	0	0	646	0	629	639	658	0	492	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	582	0	1	0	0	0	0	0	680	0	588	0	613	0	0	539	0	0	0	0	526	520	0	540	
26	0	0	17	0	0	638	0	0	633	0	524	514	580	8	588	0	460	0	521	0	623	510	0	0	576	0	0	0	0	744	0	631	614	631	0	495	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	611	0	0	0	0	0	0	0	578	0	571	0	564	0	0	559	0	0	0	0	514	420	0	586	
27	0	0	16	0	0	670	0	0	609	0	479	529	483	19	542	0	451	0	566	0	695	561	0	0	480	0	0	0	0	692	0	619	655	643	0	523	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	586	0	0	0	0	0	0	0	585	0	540	0	559	0	0	581	0	0	0	0	551	404	0	601	
28	0	0	17	0	0	700	0	0	602	0	488	563	444	10	510	0	484	0	577	0	640	518	0	0	623	0	0	0	0	629	0	531	620	645	0	480	0	0	0	0	0	0	0	0	22	0	0	2	0	0	0	544	0	3	0	0	0	0	0	622	0	470	0	544	0	0	534	0	0	0	0	590	398	0	459	
29	0	0	18	0	0	656	0	0	666	0	567	536	474	17	545	0	538	0	607	0	616	531	0	0	699	0	0	0	0	659	0	544	641	603	0	486	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	617	0	1	0	0	0	0	0	700	0	445	0	511	0	0	503	0	0	0	0	502	304	0	471	
30	0	0	18	0	0	631	0	0	649	0	554	599	400	13	527	0	510	0	578	0	577	496	0	0	623	0	0	0	0	645	0	602	637	630	0	451	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	619	0	0	0	0	0	0	0	650	0	456	0	474	0	0	466	0	0	0	0	509	176	0	505	
------ Nat Int            --
Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	
0	458	463	267	486	420	903	407	526	787	279	732	724	744	614	773	490	700	357	765	248	781	788	567	430	820	486	412	486	335	822	472	787	771	911	288	830	418	639	488	617	484	461	434	446	494	645	655	537	475	506	420	812	507	385	414	629	264	358	595	773	462	762	414	764	560	524	782	364	579	518	482	791	748	509	768	
1	76	108	48	74	29	878	41	60	826	26	623	775	729	412	831	120	756	38	756	6	734	793	297	33	798	62	72	152	15	790	102	769	759	842	40	768	70	491	164	437	94	62	49	165	95	336	276	222	152	76	19	709	244	71	34	320	6	43	236	800	113	703	108	863	170	193	830	29	181	122	120	819	698	147	766	
2	8	15	16	11	3	886	0	8	790	4	759	743	766	117	786	5	766	2	753	7	762	841	33	3	789	4	8	10	6	824	13	772	812	802	2	775	5	187	37	174	5	4	9	11	31	41	43	21	8	5	2	779	29	18	5	71	2	4	34	813	3	707	10	816	20	20	820	6	8	14	15	834	736	19	781	
3	16	7	8	7	2	839	0	7	855	2	770	829	752	26	825	3	700	2	797	3	792	754	14	3	721	0	8	3	5	867	3	764	802	815	1	765	3	7	42	12	3	0	5	9	69	9	2	8	7	7	3	779	4	37	5	38	6	3	6	763	3	646	7	786	7	4	747	5	7	7	6	764	755	21	791	
4	15	6	25	28	2	817	0	6	806	1	803	790	633	28	806	3	760	2	835	0	813	738	13	3	709	0	11	3	5	793	3	761	787	813	0	776	3	5	49	8	3	0	18	6	18	9	2	25	6	9	3	696	4	27	6	49	4	3	6	868	2	679	7	737	7	5	728	6	7	8	8	861	717	23	693	
5	16	6	14	35	2	915	0	5	796	1	769	744	602	19	757	3	713	2	735	0	812	708	9	3	707	0	18	2	5	816	3	713	844	854	0	806	3	5	49	7	3	0	32	7	15	9	2	33	7	9	4	802	4	27	5	40	4	3	4	872	1	726	7	795	7	1	791	5	7	14	10	818	749	24	731	
6	15	5	27	29	2	901	0	5	767	1	813	713	686	19	765	4	689	2	688	0	841	810	10	3	672	0	11	2	5	823	4	687	859	863	0	750	3	5	47	10	3	0	18	7	29	9	2	43	7	9	4	794	4	30	5	28	4	3	7	776	1	652	7	796	7	0	692	5	7	14	10	840	831	24	800	
7	15	5	30	23	2	877	0	3	853	1	793	636	774	10	810	4	726	2	726	0	796	846	7	3	655	0	9	2	5	836	4	699	772	920	0	819	3	5	52	9	3	0	13	7	45	9	2	34	7	9	4	770	4	33	5	25	4	3	3	757	1	714	6	817	7	0	715	5	7	11	10	778	831	24	791	
8	15	5	32	21	2	885	0	3	784	0	745	723	766	12	787	4	686	2	760	0	767	790	6	3	680	0	9	2	5	805	4	709	718	781	0	744	3	5	57	10	3	0	20	7	18	9	2	28	7	9	4	761	4	40	5	20	4	3	5	833	1	697	6	841	7	0	820	5	7	10	10	689	737	24	748	
9	15	5	25	23	2	853	0	3	823	0	814	727	760	15	861	4	676	2	664	0	782	843	5	3	771	0	10	2	5	784	4	705	788	778	0	772	3	5	56	8	3	0	21	7	13	9	2	36	6	9	4	695	4	45	5	23	4	3	3	838	0	729	6	782	7	0	863	5	7	10	10	728	788	24	736	
10	15	5	26	24	2	872	0	3	871	0	865	680	722	16	765	4	663	2	738	0	726	875	5	3	781	0	9	2	5	807	4	741	825	830	0	754	3	5	56	8	3	0	18	7	29	9	2	33	6	9	4	783	4	42	5	23	4	3	3	775	0	718	6	867	7	0	758	5	7	10	10	653	737	24	767	
11	15	5	21	24	2	823	0	3	829	0	768	697	723	16	844	4	771	2	755	0	753	762	2	3	840	0	9	2	5	844	4	700	749	776	0	684	3	5	52	8	3	0	17	7	25	9	2	33	5	9	4	792	4	45	5	23	4	3	3	852	0	727	6	729	7	0	742	5	7	10	10	736	743	24	781	
12	15	5	26	24	2	842	0	3	797	0	773	673	690	20	776	4	704	2	782	0	720	784	3	3	803	0	9	2	5	779	4	739	778	817	0	688	3	5	52	8	3	0	18	7	12	9	2	35	4	9	4	787	4	45	5	23	4	3	3	819	0	750	6	767	7	0	787	5	7	10	10	756	735	24	874	
13	15	5	21	23	2	817	0	3	801	0	640	742	739	20	817	4	735	2	791	0	709	747	0	3	844	0	9	2	5	814	4	717	796	762	0	696	3	5	52	8	3	0	18	7	18	9	2	37	3	9	4	821	4	33	5	23	4	3	2	705	0	806	6	806	7	0	855	5	7	10	10	748	659	24	841	
14	15	5	28	24	2	819	0	3	811	0	790	757	811	9	867	4	697	2	712	0	718	824	2	3	759	0	9	2	5	869	4	686	796	770	0	700	3	5	53	8	3	0	17	7	58	9	2	31	4	9	4	748	4	35	5	23	4	3	2	802	0	793	6	824	7	0	754	5	7	10	10	826	675	24	739	
15	15	5	21	24	2	840	0	3	815	0	779	743	790	20	809	4	725	2	819	0	798	760	0	3	634	0	9	2	5	851	4	708	839	750	0	703	3	5	54	8	3	0	17	7	32	9	2	35	2	9	4	789	4	35	5	23	4	3	0	759	0	795	6	846	7	0	728	5	7	10	10	742	699	24	715	
16	15	5	28	24	2	787	0	3	839	0	810	797	697	15	839	4	811	2	735	0	818	756	1	3	728	0	9	2	5	870	4	783	849	816	0	679	3	5	54	8	3	0	17	7	9	9	2	41	0	9	4	727	4	31	5	23	4	3	2	788	0	852	6	788	7	0	769	5	7	10	10	786	612	24	664	
17	15	5	19	24	2	867	0	3	777	0	718	789	707	9	812	4	793	2	753	0	695	729	0	3	771	0	9	2	5	851	4	678	824	863	0	673	3	5	54	8	3	0	17	7	26	9	2	37	0	9	4	792	4	32	5	23	4	3	0	762	0	819	6	859	7	0	795	5	7	10	10	755	720	24	685	
18	15	5	28	24	2	862	0	3	767	0	846	779	813	16	858	4	703	2	779	0	718	677	0	3	756	0	9	2	5	812	4	799	814	813	0	731	3	5	53	8	3	0	17	7	39	9	2	32	0	9	4	739	4	32	5	23	4	3	0	829	0	837	6	802	7	0	792	5	7	10	10	743	706	24	703	
19	15	5	19	24	2	872	0	3	792	0	671	728	788	19	814	4	711	2	777	0	796	717	0	3	698	0	9	2	5	781	4	809	774	850	0	735	3	5	53	8	3	0	17	7	11	9	2	39	0	9	4	826	4	35	5	23	4	3	0	843	0	726	6	766	7	0	810	5	7	10	10	791	704	24	752	
20	15	5	29	24	2	753	0	3	866	0	778	720	887	17	777	4	708	2	779	0	759	822	0	3	771	0	9	2	5	783	4	747	808	835	0	813	3	5	53	8	3	0	17	7	16	9	2	38	0	9	4	778	4	37	5	23	4	3	0	824	0	723	6	812	7	0	717	5	7	10	10	708	689	24	682	
